Ord_Fecha;Mesa_ID;Ord_Propina;Mes_ID;TiC_ID
2014/04/12 14:38:00;15;0.15;9;1
2014/11/09 18:57:00;13;0.15;8;1
2014/04/12 23:45:00;3;0.16;4;1
2014/04/18 23:45:00;1;0.05;1;2
2014/04/09 23:16:00;17;0.07;7;2
2015/01/30 22:33:00;8;0.2;5;1
2014/05/26 20:09:00;14;0.14;2;1
2014/12/15 0:00:00;6;0.1;6;2
2014/04/06 23:02:00;17;0.13;4;2
2014/03/24 21:07:00;15;0.15;6;1
2014/08/30 14:52:00;9;0.11;9;1
2014/03/23 18:28:00;7;0.05;4;1
2014/04/13 13:26:00;14;0.05;2;1
2014/05/13 18:14:00;12;0.11;2;1
2015/01/23 20:38:00;12;0.2;5;1
2014/08/07 18:14:00;9;0.11;8;1
2014/06/15 23:45:00;4;0.17;2;1
2014/06/07 13:55:00;16;0.09;9;1
2015/01/10 20:52:00;7;0.2;5;1
2014/10/07 18:43:00;6;0.11;6;2
2014/08/09 23:16:00;12;0.06;7;2
2014/03/19 18:14:00;14;0.08;3;2
2015/01/30 20:09:00;10;0.2;5;1
2014/06/30 0:00:00;8;0.13;2;1
2014/03/04 20:24:00;14;0.08;9;1
2014/06/22 20:38:00;2;0.08;4;2
2014/08/26 13:40:00;17;0.06;4;1
2014/10/09 17:45:00;7;0.07;2;1
2014/02/20 23:16:00;6;0.08;4;1
2014/10/16 13:40:00;7;0.17;7;2
2014/09/25 21:50:00;6;0.09;3;1
2014/08/08 14:38:00;2;0.12;7;1
2014/06/18 16:19:00;9;0.07;8;2
2014/05/20 13:26:00;9;0.09;3;1
2014/08/30 20:09:00;11;0.06;6;1
2014/03/11 18:14:00;10;0.08;8;1
2014/10/26 20:24:00;1;0.14;1;1
2014/04/25 16:19:00;3;0.08;7;1
2014/02/18 15:07:00;2;0.09;6;1
2014/07/31 17:31:00;15;0.13;1;1
2014/11/03 17:31:00;2;0.05;8;2
2014/12/17 14:24:00;4;0.07;9;2
2014/08/15 21:21:00;15;0.15;6;1
2014/08/20 16:19:00;4;0.08;3;1
2014/03/05 19:55:00;5;0.11;6;1
2015/01/30 23:02:00;8;0.2;5;1
2014/10/05 13:40:00;5;0.06;8;1
2014/10/30 13:55:00;10;0.08;1;1
2014/08/10 0:00:00;12;0.13;2;1
2014/07/09 22:33:00;9;0.13;6;1
2014/07/25 20:52:00;14;0.09;9;2
2014/07/18 16:19:00;15;0.05;2;2
2014/07/10 13:12:00;1;0.15;2;1
2015/01/28 19:12:00;3;0.15;9;1
2015/01/22 13:12:00;14;0.14;1;2
2014/03/24 13:55:00;4;0.06;6;1
2014/12/31 21:07:00;2;0.07;2;2
2014/07/14 22:19:00;2;0.05;9;2
2014/12/20 18:43:00;12;0.2;5;1
2014/03/24 15:07:00;17;0.09;2;2
2014/07/19 16:19:00;3;0.12;1;1
2014/02/05 20:09:00;14;0.06;9;1
2014/04/10 21:50:00;12;0.1;3;2
2014/08/05 13:12:00;6;0.16;8;2
2014/12/02 18:57:00;5;0.1;7;1
2014/10/17 21:50:00;2;0.2;5;1
2014/07/15 15:36:00;11;0.15;1;2
2014/05/12 16:19:00;6;0.05;4;2
2014/10/22 14:09:00;3;0.11;9;1
2014/08/27 22:48:00;17;0.07;3;1
2015/01/01 19:26:00;7;0.16;9;1
2014/03/01 15:50:00;8;0.09;2;2
2014/10/23 18:14:00;2;0.13;9;1
2014/09/30 18:28:00;6;0.1;9;1
2014/10/01 23:16:00;12;0.09;7;1
2014/04/14 16:48:00;3;0.06;3;1
2014/05/04 20:24:00;3;0.17;6;2
2014/10/03 23:31:00;5;0.2;5;1
2014/07/20 22:48:00;14;0.15;8;2
2015/01/31 20:38:00;8;0.2;5;1
2014/05/29 19:12:00;4;0.08;1;2
2014/03/04 23:31:00;7;0.16;7;1
2014/08/12 18:43:00;10;0.15;8;1
2014/02/10 15:50:00;17;0.17;3;1
2014/08/02 23:02:00;6;0.15;8;2
2014/12/26 19:55:00;15;0.2;5;1
2014/12/23 20:24:00;4;0.16;2;1
2014/12/16 21:21:00;10;0.11;6;1
2014/08/30 13:26:00;9;0.08;2;1
2014/02/25 21:07:00;16;0.08;9;1
2014/04/14 22:48:00;5;0.06;9;1
2014/12/12 21:36:00;16;0.2;5;1
2014/04/08 13:26:00;3;0.08;6;1
2014/05/20 21:07:00;6;0.12;2;1
2014/09/03 15:21:00;8;0.08;9;2
2014/03/31 18:43:00;15;0.05;7;2
2015/01/03 19:40:00;17;0.2;5;1
2014/03/04 16:04:00;11;0.13;9;1
2014/11/28 20:24:00;10;0.2;5;1
2014/10/11 19:12:00;10;0.2;5;1
2014/06/23 18:28:00;14;0.07;2;1
2014/05/22 15:50:00;3;0.16;2;1
2014/09/10 13:26:00;5;0.17;7;1
2014/07/21 14:52:00;17;0.14;7;2
2014/02/06 21:07:00;17;0.13;9;1
2014/12/28 20:52:00;17;0.06;3;2
2015/01/03 22:19:00;14;0.2;5;1
2014/09/21 15:36:00;13;0.12;1;1
2014/12/15 15:36:00;8;0.13;3;1
2014/11/19 13:55:00;16;0.15;8;1
2014/04/05 17:45:00;15;0.05;6;2
2015/01/23 21:50:00;9;0.2;5;1
2014/11/10 13:55:00;4;0.15;3;1
2014/05/23 20:09:00;9;0.14;8;1
2014/12/31 21:36:00;11;0.06;8;1
2014/10/03 18:57:00;14;0.2;5;1
2014/07/10 14:52:00;16;0.11;1;1
2014/04/30 23:16:00;2;0.09;9;2
2015/01/26 14:38:00;14;0.05;2;1
2015/01/25 22:19:00;8;0.17;4;1
2014/06/20 17:45:00;8;0.15;1;1
2014/06/07 17:45:00;4;0.12;1;1
2014/04/02 19:55:00;4;0.15;3;1
2014/09/12 20:52:00;13;0.2;5;1
2014/11/17 15:50:00;11;0.12;2;2
2014/05/16 16:33:00;1;0.14;2;2
2014/05/15 14:24:00;5;0.09;8;1
2014/09/19 18:57:00;8;0.2;5;1
2014/02/27 14:52:00;10;0.09;3;2
2014/08/13 13:26:00;9;0.16;2;1
2014/09/03 18:28:00;5;0.05;6;2
2014/03/22 19:12:00;4;0.17;9;1
2015/01/12 17:16:00;12;0.16;2;2
2014/06/13 22:04:00;7;0.12;3;1
2014/09/15 14:24:00;2;0.11;3;2
2014/10/23 20:38:00;17;0.13;4;1
2014/08/04 13:55:00;3;0.09;1;2
2014/05/02 22:48:00;8;0.1;1;1
2014/08/25 16:04:00;16;0.12;4;1
2015/01/25 14:09:00;3;0.13;4;2
2014/11/01 23:45:00;3;0.2;5;1
2014/05/22 16:04:00;13;0.15;1;1
2014/06/05 15:07:00;14;0.06;1;1
2014/03/19 18:28:00;14;0.16;2;1
2014/05/18 21:36:00;3;0.05;6;1
2014/10/07 13:55:00;14;0.11;1;2
2014/06/13 15:21:00;5;0.09;4;1
2015/01/07 12:57:00;5;0.16;6;2
2014/06/23 0:00:00;3;0.15;2;2
2014/08/06 21:21:00;5;0.14;3;1
2014/03/23 18:43:00;12;0.16;6;1
2014/02/21 21:50:00;9;0.06;6;2
2015/01/06 16:48:00;1;0.08;6;1
2015/01/05 14:52:00;6;0.07;1;1
2014/10/19 0:00:00;3;0.2;5;1
2014/06/14 17:02:00;13;0.09;2;2
2014/10/06 15:21:00;9;0.13;2;1
2014/09/12 22:33:00;15;0.2;5;1
2014/11/04 14:38:00;5;0.16;1;1
2014/02/24 21:36:00;10;0.1;9;1
2014/12/31 16:04:00;10;0.06;9;1
2014/11/09 16:04:00;16;0.13;6;1
2014/03/31 14:09:00;12;0.12;3;1
2014/07/28 16:04:00;16;0.08;6;1
2014/10/03 20:38:00;6;0.2;5;1
2014/08/16 19:55:00;11;0.16;1;1
2014/07/26 15:07:00;6;0.12;4;1
2015/01/06 13:26:00;1;0.11;6;1
2014/08/23 20:52:00;14;0.09;6;1
2014/10/18 19:26:00;13;0.2;5;1
2014/06/14 22:48:00;2;0.12;4;1
2014/10/16 13:12:00;17;0.09;2;1
2015/01/05 18:57:00;17;0.12;2;2
2014/10/16 20:52:00;2;0.09;3;1
2014/03/03 14:09:00;11;0.13;7;1
2014/07/08 19:40:00;13;0.08;8;1
2014/11/04 17:02:00;3;0.14;8;1
2014/04/03 20:24:00;2;0.17;9;1
2014/05/05 23:16:00;2;0.07;2;1
2014/02/21 12:57:00;13;0.13;3;2
2014/04/06 14:38:00;16;0.17;8;1
2014/04/22 13:40:00;15;0.06;3;2
2014/02/18 14:52:00;13;0.05;9;2
2014/05/08 20:09:00;5;0.15;1;1
2014/11/27 19:40:00;14;0.06;4;1
2015/01/30 20:38:00;13;0.2;5;1
2014/12/13 21:50:00;9;0.2;5;1
2014/03/26 23:16:00;11;0.08;8;1
2014/03/12 14:38:00;8;0.1;4;2
2014/11/03 20:24:00;4;0.05;6;1
2014/07/08 22:04:00;11;0.1;1;1
2014/07/06 18:00:00;11;0.12;3;1
2014/03/29 18:28:00;14;0.14;4;1
2014/08/13 20:38:00;15;0.17;7;1
2014/02/11 17:02:00;16;0.11;2;2
2014/08/25 21:07:00;3;0.09;3;2
2014/04/27 20:09:00;16;0.1;7;1
2015/01/06 17:16:00;8;0.16;3;2
2014/10/05 13:26:00;11;0.09;1;2
2014/04/25 22:48:00;10;0.17;8;1
2014/11/16 18:57:00;14;0.15;3;1
2014/08/07 13:55:00;6;0.17;7;1
2015/01/14 20:24:00;13;0.1;2;2
2014/04/07 22:19:00;2;0.17;3;1
2014/09/15 20:24:00;3;0.17;9;2
2014/05/05 13:26:00;16;0.11;4;2
2014/09/24 15:21:00;1;0.11;3;1
2014/09/01 23:16:00;13;0.06;1;1
2014/07/30 19:55:00;5;0.17;2;1
2014/05/16 20:52:00;7;0.17;7;1
2014/11/18 20:38:00;17;0.11;7;1
2014/11/19 18:57:00;6;0.12;3;1
2014/10/28 15:07:00;3;0.13;8;1
2014/11/28 19:12:00;9;0.2;5;1
2014/10/27 18:57:00;16;0.06;7;2
2014/05/29 23:16:00;6;0.09;9;1
2014/12/21 15:50:00;4;0.08;1;1
2014/06/29 14:09:00;12;0.16;2;1
2014/02/11 17:45:00;3;0.11;2;2
2014/04/10 20:52:00;17;0.16;4;1
2014/05/24 15:21:00;4;0.06;1;1
2014/05/31 19:12:00;11;0.11;9;1
2014/02/11 17:02:00;10;0.1;3;1
2014/03/16 14:52:00;4;0.17;9;1
2014/10/04 18:00:00;13;0.08;2;1
2014/06/30 13:55:00;2;0.12;4;1
2014/06/15 21:50:00;17;0.16;7;1
2014/10/15 16:33:00;13;0.17;3;1
2015/01/21 13:26:00;9;0.09;6;2
2014/06/06 18:43:00;6;0.1;9;2
2014/10/31 18:43:00;9;0.2;5;1
2014/02/22 15:36:00;10;0.09;4;1
2014/04/04 21:07:00;12;0.06;1;1
2014/07/23 23:02:00;7;0.07;7;2
2014/04/08 23:31:00;7;0.08;8;1
2014/04/18 15:21:00;16;0.08;6;1
2014/10/14 14:52:00;8;0.12;8;1
2014/04/14 17:02:00;3;0.1;3;1
2014/05/29 14:38:00;12;0.1;2;1
2014/06/27 23:02:00;3;0.06;9;2
2014/07/17 23:16:00;6;0.16;9;1
2014/02/05 17:45:00;13;0.14;8;1
2014/11/18 21:21:00;15;0.1;7;1
2014/03/07 18:57:00;11;0.05;4;1
2014/05/05 19:12:00;5;0.11;8;2
2014/12/18 18:00:00;2;0.15;3;2
2014/09/17 21:07:00;6;0.17;7;1
2014/06/11 16:19:00;17;0.11;1;2
2014/07/09 19:26:00;12;0.07;2;1
2015/01/30 21:36:00;9;0.2;5;1
2014/04/04 16:04:00;12;0.1;7;1
2014/05/13 15:36:00;7;0.15;6;1
2014/09/21 16:04:00;8;0.05;2;2
2014/04/17 21:36:00;3;0.08;1;1
2014/04/30 21:36:00;2;0.1;4;2
2014/09/11 14:24:00;2;0.11;6;1
2015/01/06 12:57:00;8;0.15;4;1
2014/10/09 19:12:00;7;0.15;3;1
2014/12/18 21:07:00;17;0.07;1;1
2014/09/09 19:55:00;7;0.15;7;2
2014/05/17 13:26:00;15;0.06;6;2
2014/04/06 16:33:00;17;0.13;6;1
2014/08/14 12:57:00;9;0.1;2;1
2014/09/10 19:40:00;4;0.12;4;1
2014/06/10 19:26:00;14;0.13;7;1
2014/11/12 23:02:00;11;0.07;4;2
2014/03/23 16:48:00;8;0.13;9;1
2014/06/23 19:12:00;1;0.05;2;2
2015/01/26 22:04:00;1;0.17;8;1
2014/12/16 13:12:00;8;0.06;2;1
2014/09/27 22:48:00;14;0.2;5;1
2014/07/22 18:14:00;1;0.05;7;1
2014/10/31 18:28:00;16;0.2;5;1
2014/06/12 17:45:00;17;0.16;9;1
2014/03/17 16:48:00;13;0.12;8;1
2014/07/03 21:07:00;12;0.17;9;1
2014/12/23 21:21:00;14;0.13;1;1
2014/10/20 19:12:00;3;0.14;7;1
2014/03/24 23:31:00;12;0.15;3;2
2014/12/09 21:50:00;5;0.13;6;2
2014/12/19 18:14:00;5;0.2;5;1
2014/11/24 16:04:00;14;0.13;6;1
2014/10/03 20:38:00;2;0.2;5;1
2014/12/17 18:00:00;11;0.17;2;1
2014/09/01 17:02:00;4;0.13;8;1
2014/08/01 14:38:00;12;0.1;6;2
2014/06/21 23:45:00;1;0.12;2;2
2014/04/19 16:48:00;1;0.06;2;1
2014/03/16 22:19:00;10;0.08;6;1
2014/11/09 12:57:00;16;0.12;9;1
2014/09/17 16:04:00;8;0.09;2;1
2014/04/21 18:14:00;9;0.15;2;2
2014/03/13 21:50:00;15;0.17;3;1
2014/08/29 13:26:00;5;0.06;4;2
2014/09/20 23:45:00;14;0.2;5;1
2014/11/13 17:31:00;5;0.12;1;2
2014/12/02 21:07:00;8;0.12;2;1
2014/10/09 23:16:00;17;0.13;7;1
2014/12/09 15:21:00;16;0.12;8;1
2014/03/08 23:16:00;11;0.15;1;2
2015/01/14 13:26:00;5;0.06;7;1
2014/06/25 13:12:00;6;0.12;2;1
2014/09/10 22:33:00;14;0.12;7;1
2014/04/08 15:36:00;6;0.13;7;2
2015/01/02 22:48:00;6;0.2;5;1
2014/05/04 14:38:00;1;0.15;2;1
2014/06/23 18:00:00;8;0.11;9;1
2014/03/29 15:21:00;7;0.17;2;1
2014/07/07 22:04:00;14;0.11;1;1
2014/02/19 15:07:00;11;0.15;2;1
2014/03/24 21:21:00;1;0.16;4;1
2014/04/03 13:40:00;11;0.05;3;1
2014/07/01 21:21:00;15;0.08;7;1
2014/03/18 22:33:00;3;0.12;3;1
2014/09/01 14:24:00;14;0.13;7;1
2014/05/25 17:45:00;4;0.06;2;2
2014/07/29 15:07:00;9;0.07;2;1
2014/02/09 16:48:00;9;0.17;1;1
2014/10/21 12:57:00;8;0.16;3;1
2014/12/01 20:38:00;7;0.16;9;1
2014/05/01 22:48:00;15;0.12;1;2
2014/12/17 18:00:00;6;0.17;7;1
2014/08/25 18:00:00;11;0.13;6;2
2014/11/30 19:26:00;3;0.14;8;1
2014/04/08 19:26:00;8;0.15;4;2
2014/07/19 16:48:00;2;0.05;4;1
2014/10/23 18:14:00;10;0.13;3;1
2014/11/18 18:28:00;16;0.09;7;1
2014/09/16 19:40:00;3;0.08;1;1
2014/02/14 20:09:00;11;0.13;1;1
2014/09/22 19:12:00;7;0.14;2;1
2014/07/14 22:19:00;4;0.06;1;1
2014/04/09 18:28:00;15;0.16;9;1
2014/05/28 14:09:00;7;0.14;7;1
2014/02/17 15:21:00;4;0.16;3;1
2014/07/27 14:09:00;5;0.16;2;1
2014/08/28 14:09:00;7;0.15;9;1
2014/03/31 21:21:00;11;0.06;2;1
2014/07/31 15:21:00;2;0.07;3;1
2014/05/22 13:26:00;12;0.1;3;1
2014/04/05 18:43:00;5;0.17;6;1
2014/10/14 21:21:00;15;0.07;6;1
2014/09/24 23:02:00;10;0.1;3;1
2014/03/23 23:31:00;7;0.08;6;1
2014/11/11 18:57:00;3;0.07;4;1
2014/12/06 19:12:00;8;0.2;5;1
2014/02/04 21:07:00;1;0.05;3;1
2014/08/09 13:40:00;5;0.1;4;2
2014/08/05 20:38:00;14;0.15;2;1
2014/04/29 19:12:00;15;0.09;8;1
2014/07/05 17:31:00;8;0.06;8;1
2014/04/02 13:26:00;16;0.17;9;2
2014/10/27 19:26:00;8;0.11;3;2
2014/02/26 19:26:00;11;0.09;2;1
2014/04/21 16:19:00;8;0.17;8;2
2014/11/12 23:02:00;10;0.07;1;2
2014/02/24 21:36:00;13;0.05;9;1
2014/07/04 23:45:00;7;0.13;1;2
2014/04/10 13:12:00;16;0.08;1;1
2014/10/31 20:38:00;17;0.2;5;1
2014/08/11 20:52:00;9;0.17;7;2
2015/01/22 22:04:00;12;0.07;8;1
2014/04/15 17:02:00;14;0.07;2;2
2014/06/05 21:36:00;4;0.15;9;1
2014/07/15 18:28:00;1;0.13;9;1
2014/04/06 13:55:00;10;0.17;8;1
2014/02/25 17:31:00;7;0.17;2;1
2014/05/03 18:43:00;3;0.11;3;2
2014/07/19 19:26:00;7;0.15;3;1
2014/11/17 21:21:00;10;0.14;6;2
2014/04/26 22:48:00;16;0.17;1;2
2014/12/07 17:31:00;7;0.13;6;2
2014/08/31 14:24:00;14;0.17;1;1
2014/03/29 18:43:00;12;0.15;8;2
2014/10/07 14:52:00;6;0.13;8;2
2014/06/30 22:33:00;9;0.07;1;2
2014/08/08 13:12:00;5;0.13;9;1
2014/07/27 22:04:00;1;0.05;3;1
2014/07/11 17:16:00;12;0.16;9;1
2014/07/23 16:04:00;8;0.13;2;2
2014/04/20 18:43:00;17;0.12;9;2
2014/04/22 20:24:00;6;0.06;8;2
2014/06/22 21:36:00;12;0.15;6;1
2014/08/07 20:52:00;2;0.12;6;2
2014/07/13 21:50:00;13;0.13;3;2
2014/03/31 18:00:00;1;0.15;8;2
2014/02/14 19:26:00;7;0.11;3;1
2014/10/21 16:33:00;2;0.11;9;1
2014/07/09 19:55:00;11;0.14;6;1
2014/11/27 21:36:00;10;0.12;6;2
2015/01/07 23:45:00;2;0.14;4;1
2014/06/12 13:55:00;17;0.05;4;1
2014/06/20 15:07:00;4;0.17;8;1
2014/08/14 19:12:00;12;0.15;2;2
2014/11/19 17:45:00;2;0.11;7;2
2014/04/16 22:48:00;7;0.13;4;2
2014/03/04 18:14:00;12;0.13;1;1
2014/11/16 18:43:00;9;0.16;8;1
2014/06/06 14:38:00;6;0.16;8;2
2014/09/29 23:31:00;3;0.12;9;1
2014/12/16 19:55:00;2;0.15;4;1
2014/09/09 20:38:00;12;0.12;8;2
2014/11/24 13:26:00;10;0.05;7;1
2014/07/22 22:33:00;16;0.16;1;2
2014/07/04 16:04:00;17;0.05;2;1
2014/12/06 20:52:00;12;0.2;5;1
2014/11/01 18:57:00;14;0.2;5;1
2014/09/30 20:24:00;17;0.07;7;1
2014/09/10 21:36:00;17;0.1;2;2
2014/10/15 16:19:00;5;0.14;1;1
2014/05/08 14:38:00;3;0.06;7;2
2014/08/13 20:09:00;5;0.1;3;1
2014/09/29 19:26:00;10;0.14;6;1
2014/10/18 20:09:00;10;0.2;5;1
2014/07/31 21:50:00;7;0.05;3;2
2014/05/16 22:04:00;13;0.09;8;1
2014/08/10 15:50:00;12;0.1;9;2
2015/01/30 17:31:00;14;0.09;1;2
2014/07/11 0:00:00;12;0.09;4;1
2014/10/06 15:50:00;10;0.16;8;1
2014/05/18 19:40:00;15;0.08;7;1
2014/11/09 0:00:00;12;0.2;5;1
2014/11/02 12:57:00;16;0.12;9;1
2014/05/04 14:24:00;8;0.12;8;2
2014/09/23 13:12:00;12;0.05;9;1
2014/11/01 13:55:00;7;0.17;2;1
2014/03/12 22:04:00;8;0.08;1;1
2014/10/23 17:45:00;10;0.1;8;1
2014/06/06 13:55:00;3;0.07;4;1
2014/02/20 14:38:00;14;0.09;4;1
2014/05/31 16:19:00;17;0.11;8;2
2014/02/06 20:09:00;12;0.08;9;1
2014/12/03 18:57:00;11;0.17;4;1
2014/05/10 19:40:00;9;0.15;3;1
2014/04/16 16:04:00;7;0.06;4;2
2014/08/05 12:57:00;3;0.14;6;1
2014/02/07 23:31:00;13;0.15;3;1
2014/11/23 15:07:00;1;0.11;9;2
2014/03/15 14:52:00;2;0.1;2;1
2014/11/10 13:55:00;16;0.08;3;1
2014/05/24 19:40:00;7;0.17;6;1
2014/10/12 23:02:00;15;0.1;1;2
2014/03/01 19:12:00;17;0.15;2;2
2014/04/10 17:16:00;9;0.17;4;2
2014/11/08 15:21:00;9;0.12;7;2
2014/05/09 23:31:00;4;0.16;1;2
2014/05/05 21:07:00;15;0.06;3;1
2014/02/18 21:50:00;10;0.07;4;1
2014/11/17 20:38:00;8;0.17;6;2
2015/01/02 18:57:00;10;0.2;5;1
2014/02/17 19:55:00;11;0.08;9;1
2014/02/22 18:28:00;11;0.09;2;1
2014/04/24 18:57:00;15;0.12;1;1
2015/01/07 19:55:00;13;0.09;6;2
2014/09/05 18:28:00;12;0.2;5;1
2014/04/24 20:24:00;7;0.1;7;2
2014/11/29 23:31:00;2;0.2;5;1
2015/01/19 14:52:00;1;0.15;6;1
2014/10/28 16:48:00;7;0.17;7;1
2014/11/21 12:57:00;11;0.09;7;1
2015/01/01 19:12:00;16;0.12;6;1
2014/04/11 14:38:00;10;0.11;2;1
2014/09/09 14:24:00;15;0.08;3;1
2014/03/24 13:55:00;4;0.13;1;2
2014/07/29 23:45:00;12;0.13;6;1
2014/07/04 13:40:00;10;0.12;3;1
2014/03/13 17:45:00;2;0.17;7;1
2014/07/19 21:07:00;13;0.09;8;2
2014/02/11 20:09:00;16;0.15;9;2
2014/12/29 13:26:00;2;0.15;7;1
2014/04/20 18:28:00;13;0.16;6;1
2014/10/22 20:09:00;7;0.07;9;1
2014/06/28 16:04:00;6;0.09;1;1
2014/05/01 22:48:00;9;0.15;8;1
2014/09/05 21:36:00;2;0.2;5;1
2015/01/12 16:48:00;4;0.14;2;1
2014/04/30 16:04:00;6;0.17;2;2
2014/02/07 22:19:00;3;0.11;6;2
2014/07/18 14:52:00;6;0.12;9;1
2014/03/29 21:21:00;14;0.06;6;2
2015/01/11 21:07:00;14;0.05;3;1
2014/02/04 22:48:00;13;0.09;3;1
2014/09/26 17:02:00;2;0.05;3;2
2014/06/29 18:28:00;3;0.08;4;1
2014/04/14 20:38:00;17;0.16;9;1
2014/02/19 15:07:00;14;0.07;4;2
2014/12/12 13:12:00;2;0.07;1;1
2014/09/09 12:57:00;11;0.15;2;1
2014/07/25 18:14:00;5;0.15;9;2
2014/11/03 21:50:00;5;0.11;4;1
2014/06/09 23:31:00;12;0.06;9;2
2015/01/08 14:52:00;2;0.06;9;1
2014/11/16 21:50:00;10;0.16;4;1
2014/06/08 14:24:00;4;0.1;2;1
2014/07/07 16:48:00;9;0.1;9;2
2014/02/25 21:50:00;14;0.1;3;1
2014/10/16 15:07:00;12;0.07;1;1
2014/10/24 22:04:00;2;0.2;5;1
2014/06/03 22:19:00;1;0.16;7;1
2014/09/22 23:31:00;9;0.16;3;1
2014/06/24 14:24:00;1;0.09;7;1
2014/03/07 23:16:00;15;0.08;6;2
2014/07/11 18:57:00;9;0.05;9;1
2014/04/04 19:55:00;6;0.05;4;1
2014/11/03 19:12:00;17;0.12;3;2
2014/11/16 21:36:00;7;0.16;6;1
2014/09/13 18:57:00;2;0.2;5;1
2014/12/06 16:04:00;7;0.07;1;1
2014/12/18 23:45:00;10;0.11;7;1
2014/06/01 22:19:00;14;0.11;4;1
2014/10/07 22:19:00;14;0.08;9;1
2014/09/10 20:52:00;9;0.05;8;1
2014/09/24 18:43:00;14;0.08;1;1
2014/12/21 18:14:00;13;0.11;2;2
2014/10/07 13:12:00;4;0.13;6;1
2014/09/25 15:36:00;6;0.12;2;1
2014/03/19 14:24:00;1;0.14;7;1
2015/01/10 18:43:00;5;0.2;5;1
2015/01/17 13:12:00;7;0.05;1;2
2014/10/27 20:09:00;11;0.14;8;1
2014/09/29 14:09:00;3;0.1;2;1
2015/01/03 20:09:00;5;0.2;5;1
2014/07/25 14:09:00;7;0.1;9;2
2014/11/14 18:43:00;6;0.2;5;1
2014/08/21 22:19:00;10;0.12;1;2
2014/04/16 19:26:00;14;0.12;4;2
2014/06/02 16:19:00;14;0.1;6;1
2014/10/01 23:02:00;17;0.11;3;1
2014/06/25 14:24:00;6;0.07;7;1
2014/04/26 19:55:00;2;0.13;2;1
2014/12/25 15:36:00;2;0.11;4;1
2014/05/25 19:26:00;4;0.11;3;1
2014/09/14 21:36:00;13;0.07;1;2
2014/08/02 17:16:00;14;0.13;9;1
2014/06/28 14:38:00;8;0.06;3;1
2014/04/13 20:24:00;15;0.12;4;1
2014/07/17 13:12:00;17;0.12;2;1
2014/12/10 22:04:00;17;0.13;7;1
2014/08/07 20:24:00;10;0.1;1;1
2014/03/22 14:38:00;11;0.14;3;1
2014/03/04 18:14:00;7;0.08;4;2
2014/12/06 13:55:00;1;0.13;8;2
2014/06/01 12:57:00;1;0.15;4;1
2014/04/28 16:19:00;2;0.09;1;1
2014/07/17 14:52:00;5;0.06;9;2
2014/05/27 20:09:00;5;0.14;6;1
2014/12/27 16:33:00;12;0.06;2;1
2014/09/04 18:14:00;17;0.16;6;1
2014/04/22 15:21:00;7;0.05;8;2
2014/11/27 18:00:00;14;0.1;8;1
2014/06/11 22:04:00;4;0.12;8;1
2014/07/04 22:19:00;13;0.06;2;1
2014/09/10 16:04:00;10;0.15;4;1
2014/08/17 13:55:00;7;0.05;4;2
2014/07/28 16:04:00;11;0.07;1;1
2014/03/01 18:14:00;17;0.17;7;1
2014/07/17 21:50:00;3;0.05;1;1
2014/07/16 23:02:00;7;0.15;9;1
2014/04/30 17:31:00;13;0.1;7;1
2014/03/02 23:16:00;12;0.16;9;1
2014/08/11 13:26:00;6;0.16;2;1
2014/02/28 23:16:00;10;0.09;4;1
2014/03/22 21:07:00;16;0.06;4;1
2014/11/07 16:04:00;14;0.13;7;2
2014/10/29 18:28:00;6;0.1;3;1
2014/03/28 16:04:00;11;0.1;2;1
2014/07/11 0:00:00;8;0.16;2;2
2014/12/31 23:02:00;11;0.16;9;1
2014/12/25 13:40:00;5;0.08;1;1
2014/10/03 23:02:00;2;0.2;5;1
2014/11/29 17:16:00;12;0.14;1;1
2014/02/04 16:33:00;14;0.17;4;1
2014/09/04 22:33:00;16;0.13;4;1
2014/05/29 14:24:00;3;0.06;7;1
2014/06/06 13:55:00;11;0.12;2;1
2014/09/02 22:48:00;6;0.15;4;2
2014/09/14 19:26:00;8;0.17;4;1
2014/06/02 13:40:00;3;0.06;4;2
2014/07/10 13:40:00;13;0.16;2;2
2014/05/11 13:40:00;17;0.05;2;1
2014/02/06 18:43:00;10;0.05;6;1
2014/08/30 16:48:00;4;0.16;9;2
2014/07/11 16:19:00;7;0.17;8;1
2014/05/24 15:21:00;9;0.11;1;2
2014/12/14 0:00:00;6;0.2;5;1
2014/05/31 20:52:00;12;0.15;9;2
2015/01/10 14:38:00;11;0.1;8;2
2014/04/14 18:00:00;2;0.06;1;1
2014/03/02 0:00:00;10;0.11;4;1
2014/06/15 23:31:00;9;0.07;6;1
2014/06/21 19:26:00;10;0.06;6;1
2014/02/04 21:07:00;7;0.11;8;1
2014/05/13 23:02:00;3;0.05;6;1
2014/09/15 21:36:00;14;0.06;9;1
2014/07/30 0:00:00;16;0.12;8;1
2015/01/23 17:45:00;10;0.12;6;1
2014/02/13 17:45:00;2;0.15;1;1
2014/12/15 23:31:00;17;0.14;2;1
2015/01/10 13:55:00;1;0.11;8;1
2014/02/19 14:38:00;16;0.13;7;1
2014/10/19 14:09:00;4;0.17;7;2
2014/09/16 18:14:00;2;0.11;2;1
2014/05/03 20:52:00;6;0.16;6;2
2014/05/09 13:12:00;12;0.16;6;1
2014/02/03 22:33:00;7;0.15;4;1
2014/08/22 22:19:00;8;0.15;2;1
2014/05/04 13:40:00;2;0.05;2;2
